客户简称,消耗排名,清洗后商品名,消耗(万元),下单单价(元),合并原始条数,合并的原始DPA名称
阿芙精油,1,极光玫瑰双萃丸30粒 玫瑰精华油次抛精华液美白淡斑淡纹,14.4,179.84,1,【阿芙AFU】极光玫瑰双萃丸30粒 玫瑰精华油次抛精华液美白淡斑淡纹YM
阿芙精油,2,阿芙木乃伊VA双萃丸30粒 抗皱紧致精油面部精华次抛,8.24,192.03,3,【买正装送超正装量】阿芙木乃伊VA双萃丸30粒 抗皱紧致精油面部精华次抛k1 || 【AFU】阿芙木乃伊VA双萃丸30粒 抗皱紧致精油面部精华次抛k1 || 【AFU】阿芙木乃伊VA双萃丸45粒 抗皱紧致精油面部精华次抛k1
瑷亦,1,IORE持妆粉底液蹭不掉不易脱妆遮瑕细腻美容修饰推荐自然,1.13,153.88,1,IORE持妆粉底液蹭不掉不易脱妆遮瑕细腻美容修饰推荐自然
安美,1,新款肉桂奶茶口红不掉色不沾杯滋润保湿防水持久素颜显白不挑肤色,11.25,40.07,3,新款肉桂奶茶口红不掉色不沾杯滋润保湿防水持久素颜显白不挑肤色 || 新款肉桂奶茶口红不易掉色不易沾杯滋润保湿素颜显白防水不挑年龄 || 新款肉桂奶茶口红不掉色不沾杯滋润保湿素颜显白防水不挑年龄
安美,2,新款口红不掉色不沾杯复古姨妈色素颜显白大气温柔雾面孕妇可用,4.0,40.09,1,新款口红不掉色不沾杯复古姨妈色素颜显白大气温柔雾面孕妇可用
安美,3,新款口红防水不沾杯不掉色复古姨妈大气不挑肤色素颜显白保湿滋润,3.13,40.08,1,新款口红防水不沾杯不掉色复古姨妈大气不挑肤色素颜显白保湿滋润
安美,4,2026新款肉桂奶茶口红不沾杯不掉色保湿滋润素颜显白适合不化妆的你,2.74,30.05,1,2026新款肉桂奶茶口红不沾杯不掉色保湿滋润素颜显白适合不化妆的你
安美,5,不沾杯不掉色口红雾面显白复古姨妈色大气温柔防水持久黄黑皮素颜孕妇可用,2.21,40.11,1,不沾杯不掉色口红雾面显白复古姨妈色大气温柔防水持久黄黑皮素颜孕妇可用
安美,6,爆款口红不掉色不沾杯肉桂奶茶色定制口红不沾杯持久防水不脱色,1.48,30.12,1,爆款口红不掉色不沾杯肉桂奶茶色定制口红不沾杯持久防水不脱色
百雀羚,1,百雀羚帧颜绿宝石淡纹霜精华水乳套装抗皱紧致保湿霜,44.4,368.38,3,[95周年·总裁特批]百雀羚帧颜绿宝石淡纹霜精华水乳套装抗皱紧致保湿霜 || [95周年]百雀羚帧颜绿宝石淡纹霜精华水乳套装抗皱紧致保湿霜 || [七夕限定]百雀羚帧颜绿宝石淡纹霜精华水乳套装抗皱紧致保湿霜
百雀羚,2,百雀羚超A瓶套装抗皱紧致淡纹面霜水乳套装超A环肽自播活动链接,28.95,359.13,1,[七夕限定礼盒]百雀羚超A瓶套装抗皱紧致淡纹面霜水乳套装超A环肽自播活动链接
百雀羚,3,百雀羚御光美白防晒气垫 粉霜粉底液遮瑕持久持妆控油不脱妆夏季,20.58,157.97,3,【火热金秋】百雀羚御光美白防晒气垫 粉霜粉底液遮瑕持久持妆控油不脱妆夏季 || 【七夕礼遇季】百雀羚御光美白防晒气垫 粉霜粉底液遮瑕持久持妆控油不脱妆夏季 || 百雀羚御光美白防晒气垫 粉霜粉底液遮瑕持久持妆控油不脱妆夏季
百雀羚,4,百雀羚胶原水光超导乳喷雾·抗皱紧致淡纹·补水嫩肤·透皮吸收 水光发光肌 七夕抢先购 到手两瓶,16.55,101.61,4,【买一送一国货之光】百雀羚胶原水光超导乳喷雾·抗皱紧致淡纹·补水嫩肤·透皮吸收 水光发光肌 七夕抢先购 到手两瓶 || 【买一送一】百雀羚胶原水光超导乳喷雾·抗皱紧致淡纹·补水嫩肤·透皮吸收 水光发光肌  到手两瓶 || 【买一送一国货之光】百雀羚胶原水光超导乳喷雾·抗皱紧致淡纹·补水嫩肤·透皮吸收 水光发光肌  到手两瓶 || 【买一送一国货之光】百雀羚胶原水光超导乳喷雾·抗皱紧致淡纹·补水嫩肤·透皮吸收 水光发光肌 七夕限定 到手两瓶
百雀羚,5,百雀羚香蜜粉散粉定妆持久控油防水防汗不脱妆精华精油重力粉,15.58,131.08,3,【达播】百雀羚香蜜粉散粉定妆持久控油防水防汗不脱妆精华精油重力粉 || 【火热金秋】百雀羚香蜜粉散粉定妆持久控油防水防汗不脱妆精华精油重力粉 || 【七夕礼遇季】百雀羚香蜜粉散粉定妆持久控油防水防汗不脱妆精华精油重力粉
百雀羚,6,百雀羚至臻环肽超A套装 抗皱紧致·修护提亮·深层补水 水乳精华面霜 95周年限定,14.42,289.17,6,【抗皱紧致 总裁限定】百雀羚至臻环肽超A套装 抗皱紧致·修护提亮·深层补水  水乳精华面霜 95周年限定 || 【抗皱紧致】百雀羚至臻环肽超A套装 抗皱紧致·修护提亮·深层补水  水乳精华面霜 95周年限定 || 【买一送一 七夕限定】百雀羚至臻环肽超A套装 抗皱紧致·修护提亮·深层补水  水乳精华面霜 95周年限定 || 【买一送一 限时抢】百雀羚超A瓶套装 抗皱紧致·修护提亮·深层补水 95周年限定 七夕 || 【买一送一 限时抢】百雀羚超A瓶套装 抗皱紧致·修护提亮·深层补水 95周年限定 || 【买一送一 限时抢】百雀羚至臻环肽超A套装  抗皱紧致·修护提亮·深层补水  95周年限定 七夕礼赠
百雀羚,7,百雀羚胶原水光超导乳抗皱补水紧致喷雾水光透皮吸收,13.38,100.7,2,[95周年]百雀羚胶原水光超导乳抗皱补水紧致喷雾水光透皮吸收自播 || 【震撼新品】百雀羚胶原水光超导乳抗皱紧致淡纹补水喷雾水光嫩肤透皮吸收
百雀羚,8,百雀羚超A次抛10维精华液抗皱紧致淡纹保湿敏感肌适用,9.88,102.67,1,[七夕限定]百雀羚超A次抛10维精华液抗皱紧致淡纹保湿敏感肌适用
百雀羚,9,百雀羚超A瓶礼盒水乳套装面霜精华保湿抗皱紧致护肤套盒,8.56,355.42,1,[95周年经典]百雀羚超A瓶礼盒水乳套装面霜精华保湿抗皱紧致护肤套盒
百雀羚,10,百雀羚多肽聚胶光感面膜胶原,7.46,100.43,2,[95周年]百雀羚多肽聚胶光感面膜胶原自播 || [七夕限定]百雀羚多肽聚胶光感面膜胶原自播
柏瑞美,1,PRAMY柏瑞美定妆喷雾保湿不卡粉控油舒缓修护防水防汗敏感肌可用不含酒精,13.46,86.92,1,【拍一发三】PRAMY柏瑞美定妆喷雾保湿不卡粉控油舒缓修护防水防汗敏感肌可用不含酒精
必扬,1,必扬左旋vc美白淡斑精华片提亮肤色改善暗沉提亮水解冻干片,148.47,394.42,5,[夜用]必扬左旋vc美白淡斑精华片提亮肤色改善暗沉提亮水解冻干片 || [夜用]必扬左旋vc美白淡斑精华片亮白改善暗沉溶解冻干片官方正品 || [夜用]必扬左旋vc固态精华片提亮肤色改善暗沉提亮水解冻干片院线款 || [谢谢你来了专属]必扬夜用左旋vc固态精华片提亮肤色改善暗沉提亮淡印改善暗沉水解冻干片官方正品 || [夜用]BEYOANE必扬左旋vc美白淡斑精华片提亮肤色改善暗沉提亮淡印改善暗沉水解冻干片官方正品
必扬,2,日用必扬氨甲环酸烟酰胺国妆美白淡斑精华面部精华液提亮肤色次抛精华液,110.4,454.9,3,日用必扬氨甲环酸烟酰胺国妆美白淡斑精华面部精华液提亮肤色次抛精华液 || 【日用】BEYOANE必扬氨甲环酸烟酰胺国妆美白淡斑精华面部精华液提亮肤色改善暗沉 || [BEYOANE]日用必扬氨甲环酸烟酰胺国妆美白淡斑精华保湿提亮次抛精华液
必扬,3,必扬玫瑰亮肤发酵面膜提亮肤色舒缓保湿补水滋润紧致玫瑰面膜,32.0,499.03,5,[七夕节大促]必扬玫瑰亮肤发酵面膜提亮肤色舒缓保湿补水滋润紧致玫瑰面膜 || 【BEYOANE】必扬玫瑰亮肤发酵面膜提亮肤色舒缓保湿补水滋润紧致玫瑰面膜 || [BEYOANE]必扬玫瑰亮肤发酵面膜提亮肤色舒缓保湿补水滋润紧致面膜官方正品 || 【Lily彤专属】必扬玫瑰亮肤发酵面膜提亮肤色舒缓保湿补水滋润紧致面膜 || [618宠粉大促]必扬玫瑰亮肤发酵面膜提亮肤色舒缓保湿补水滋润紧致
必扬,4,BEYOANE必扬仙人掌修护发酵面膜舒缓屏障适用敏感肌紧致抗皱,15.94,633.85,6,[618囤货购]BEYOANE必扬仙人掌修护发酵面膜舒缓屏障适用敏感肌紧致抗皱 || [七夕节大促]BEYOANE必扬仙人掌修护发酵面膜舒缓屏障适用敏感肌紧致抗皱 || [Lily彤专属]BEYOANE必扬仙人掌修护发酵面膜舒缓屏障适用敏感肌紧致抗皱 || BEYOANE必扬仙人掌发酵面膜修护舒缓屏障适用红敏肌紧致抗皱生物发酵面膜 || [必扬]BEYOANE仙人掌修护发酵面膜舒缓屏障适用敏感肌抗皱修护补水滋润 || [七夕节大促]BEYOANE必扬仙人掌修护发酵面膜舒缓屏障适用敏感肌紧致抗皱修护仙人掌面膜
必扬,5,仙人掌修护发酵面膜舒缓屏障适用紧致抗皱面膜贴,13.03,382.85,2,【必扬BEYOANE】仙人掌修护发酵面膜舒缓屏障适用紧致抗皱面膜贴 || 【必扬BEYOANE】仙人掌修护发酵面膜舒缓屏障适用敏感肌紧致抗皱修护面膜
必扬,6,必扬VC美白淡斑精华片左旋vc精华淡印淡黑改善暗黄水解冻干片,9.85,462.47,1,[七夕节大促]必扬VC美白淡斑精华片左旋vc精华淡印淡黑改善暗黄水解冻干片
必扬,7,BEYOANE必扬氨甲环酸烟酰胺国妆美白淡斑精华面部精华液改善暗沉,9.33,366.14,2,【日用】BEYOANE必扬氨甲环酸烟酰胺国妆美白淡斑精华面部精华液改善暗沉 || [七夕节大促]BEYOANE必扬氨甲环酸烟酰胺美白淡斑次抛精华液美白精华官方正品
必扬,8,{BEYOANE必扬]玫瑰亮肤发酵面膜紧致舒缓提亮肤色保湿滋润生物发酵玫瑰面膜弹润松垮垂,8.81,444.76,2,{BEYOANE必扬]玫瑰亮肤发酵面膜紧致舒缓提亮肤色保湿滋润生物发酵玫瑰面膜弹润松垮垂 || [必扬]BEYOANE玫瑰亮肤发酵面膜保湿滋润提亮肤色生物发酵玫瑰面膜
必扬,9,早胺晚酸套装日用烟酰胺美白淡斑精华液左旋,3.62,552.75,2,[618宠粉大促]早胺晚酸套装日用烟酰胺美白淡斑精华液左旋vc || [七夕节大促]早胺晚酸套装日用烟酰胺美白淡斑精华液左旋vc
必扬,10,BEYOANE必扬左旋vc美白淡斑精华片舒缓淡印净白提亮肤色改善暗黄,3.52,327.03,1,[夜用]BEYOANE必扬左旋vc美白淡斑精华片舒缓淡印净白提亮肤色改善暗黄
不老谜语,1,瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜,104.58,658.32,8,【熬夜垮脸 面部提拉紧致】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【熬夜垮脸】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【达人专属】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【面部提拉】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【面部提拉紧致】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【七夕礼物】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【送闪修精华】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜 || 【送细胞油】瑞缇妍贴骨懒充膜4片/盒，干皮每周2-3片，油皮每周1片，抗皱淡纹紧致补水保湿修护肤乳霜面膜
不老谜语,2,不老谜语瑞缇妍超级精华液 两瓶以上更有效抗皱淡纹紧致保湿美容护肤主打淡化纹路提亮肤色,28.78,585.32,4,【NAD+精粹】不老谜语瑞缇妍超级精华液  两瓶以上更有效抗皱淡纹紧致保湿美容护肤主打淡化纹路提亮肤色. || 【NAD+精粹】不老谜语瑞缇妍超级精华液 两瓶以上更有效抗皱淡纹紧致保湿美容护肤主打淡化纹路提亮肤色 || 【除皱淡纹】不老谜语瑞缇妍超级精华液抗皱淡纹紧致保湿美容护肤主打淡化纹路提亮肤色100ml || 【七夕礼物】不老谜语瑞缇妍超级精华液抗皱淡纹紧致保湿美容护肤主打淡化纹路提亮肤色
不老谜语,3,瑞缇妍新品扎扎面膜抗皱紧致修护舒缓褪红保湿,18.6,305.02,5,【收孔美肤】瑞缇妍新品扎扎面膜抗皱紧致修护舒缓褪红保湿 || 【收孔嫩肤】瑞缇妍新品扎扎面膜抗皱紧致修护舒缓褪红保湿 || 【收孔嫩肤】瑞缇妍新品海绵微扎面膜抗皱紧致修护舒缓褪红保湿 || 【单盒装】瑞缇妍新品海绵微针扎扎面膜抗皱紧致修护舒缓褪红保湿 || 【七夕礼物】瑞缇妍新品海绵微扎面膜抗皱紧致修护舒缓褪红保湿收缩毛孔扎扎膜4片/盒
草本海洋,1,草本海洋固体香水男士专用持久留香清新固体香膏精巧便携,1.83,72.34,2,【经典款2.0】草本海洋固体香水男士专用持久留香清新固体香膏精巧便携 || 草本海洋固体香水男士专用持久留香清新固体香膏精巧便携
草本海洋,2,草本海洋固体香膏女士专用持久留香清新淡雅随身涂抹式固体膏,1.67,58.91,1,草本海洋固体香膏女士专用持久留香清新淡雅随身涂抹式固体膏
雏菊的天空,1,雏菊的天空琥珀时光眼油淡纹紧致抗皱眼部精华油官方,89.73,421.34,4,【伊能静推荐】雏菊的天空琥珀时光眼油淡纹紧致抗皱眼部精华油官方 || 【伊能静推荐】雏菊的天空琥珀时光眼油眼部精华油淡纹紧致抗皱当归精油8ml官方 || 【七夕礼盒】雏菊的天空琥珀时光眼油伊能静推荐淡纹紧致抗皱眼部精华油官方 || 【伊能静推荐】雏菊的天空琥珀时光眼油眼部精华油淡纹紧致抗皱当归精油双支装官方
雏菊的天空,2,雏菊的天空伊能静推荐琥珀时光眼油眼部精华油淡纹紧致抗皱当归精油双支装官方,25.78,459.96,1,【七夕礼盒】雏菊的天空伊能静推荐琥珀时光眼油眼部精华油淡纹紧致抗皱当归精油双支装官方
雏菊的天空,3,雏菊的天空琥珀时光眼部精华油淡纹抗皱0.5ml商城,1.72,38.7,1,[伊能静同款眼油]雏菊的天空琥珀时光眼部精华油淡纹抗皱0.5ml商城
传奇今生,1,传奇今生唇膏2支正装正品*3.8g 不沾杯不掉色 健康变色口红润唇膏唇膜三合一,4.97,220.97,1,【抗皱养唇，买一赠一】传奇今生唇膏2支正装正品*3.8g 不沾杯不掉色 健康变色口红润唇膏唇膜三合一
传奇今生,2,传奇今生官方正品经典款唇膏小黑管2支 不沾杯不掉色滋润保湿防干裂淡化唇纹素颜神器自然提气色,2.04,208.47,1,【抗皱唇膏，买一赠一】传奇今生官方正品经典款唇膏小黑管2支 不沾杯不掉色滋润保湿防干裂淡化唇纹素颜神器自然提气色
传奇今生,3,传奇今生唇膏官方正品变色滋润不沾杯 抗皱保湿防干裂淡唇纹 不掉色口红女,1.58,193.61,1,【抗皱唇膏 拍1发2】传奇今生唇膏官方正品变色滋润不沾杯 抗皱保湿防干裂淡唇纹 不掉色口红女
创尔美,1,胶原多效修护面膜,3.07,142.45,1,胶原多效修护面膜
纯朴,1,DPDP气垫粉底服帖水光柔焦保湿控油干皮油皮,112.46,99.09,5,【长效遮瑕】DPDP气垫粉底服帖水光柔焦保湿控油干皮油皮 || 轻透遮瑕气垫粉底服帖水光柔焦保湿控油干皮油皮 || DPDP【陈靖可同款】轻透遮瑕气垫粉底服帖水光柔焦保湿控油干皮油皮 || DPDP【明星同款】轻透遮瑕气垫粉底服帖水光柔焦保湿控油干皮 || DPDP[明星推荐]气垫粉底长效持妆服帖水光柔焦保湿控油干皮油皮
纯朴,2,DPDP控油持妆调皮贴贴霜10s妈生伪素颜遮瑕保湿不卡粉,45.5,40.32,3,【夏日宠粉福利】DPDP控油持妆调皮贴贴霜10s妈生伪素颜遮瑕保湿不卡粉 || 【夏日限时福利】DPDP控油持妆调皮贴贴霜10s妈生伪素颜遮瑕保湿不卡粉（直购） || DPDP【视频同款】控油持妆调皮贴贴霜10s妈生伪素颜遮瑕保湿不卡粉
纯朴,3,DPDP 三色遮瑕膏遮黑眼圈遮斑遮痘印服帖脸部泪沟提亮,33.16,60.78,3,DPDP【陈靖可同款】三色遮瑕膏遮黑眼圈遮斑遮痘印服帖脸部泪沟提亮 || 【达人专属】DPDP三色遮瑕膏遮黑眼圈遮斑遮痘印油皮干皮服帖保湿脸部泪沟提亮 || DPDP三色遮瑕膏遮黑眼圈遮斑遮痘印油皮干皮服帖保湿脸部泪沟提亮
纯朴,4,DPDP心机醇色气垫唇霜持久不沾杯不掉色防水雾面哑光显白口红,18.43,56.07,5,【颖儿同款】DPDP心机醇色气垫唇霜持久不沾杯不掉色防水雾面哑光显白口红 || DPDP心机醇色气垫唇霜持久防水防汗雾面哑光口红 || [颖儿、赵荀推荐]DPDP醇色气垫唇霜持久防水防汗雾面口红 || DPDP[明星推荐]醇色气垫唇霜持久显白雾面哑光口红 || 【颖儿推荐】DPDP心机醇色气垫唇霜持久防水防汗雾面哑光显白口红
纯朴,5,DPDP空气持妆粉底液轻薄遮瑕控油水润混干油皮,15.94,60.57,3,【长效持妆+拍一发五】DPDP空气持妆粉底液轻薄遮瑕控油水润混干油皮正品 || DPDP【慕容云朵同款】空气持妆粉底液轻薄遮瑕控油水润混干油皮正品 || DPDP【痞幼推荐】空气持妆粉底液轻薄遮瑕水润持久混干油皮
纯朴,6,eLL多肽胶原美颈霜淡纹紧致提拉抗皱胜肽玻色因颈霜,9.77,70.61,1,【明星同款】eLL多肽胶原美颈霜淡纹紧致提拉抗皱胜肽玻色因颈霜
纯朴,7,eLL壬二酸清洁泥膜清洁黑头闭口控油细腻毛孔男女通用,5.54,64.61,1,【赵荀推荐】eLL壬二酸清洁泥膜清洁黑头闭口控油细腻毛孔男女通用
纯朴,8,eLL湿敷焕肤水细毛孔去黑头控油祛痘无酸温和修护保湿,4.91,69.51,1,【明星同款】eLL湿敷焕肤水细毛孔去黑头控油祛痘无酸温和修护保湿1
纯朴,9,eLL清洁泥膜去黑头闭口粉刺痘痘壬二酸男女通用,3.83,55.55,1,【赵荀专属】eLL清洁泥膜去黑头闭口粉刺痘痘壬二酸男女通用
纯朴,10,eLL面部素颜霜修颜隔离霜提亮养肤妆前乳,2.22,86.36,2,【杜女专属】【拍1发5】eLL面部素颜霜修颜隔离霜提亮养肤妆前乳 || 【赵荀推荐-拍1发5】eLL面部素颜霜修颜隔离霜提亮养肤妆前乳小店
黛莱皙,1,黛莱皙胶原御龄紧致精华水,6.55,99.07,2,【爆款拍一发三】黛莱皙胶原御龄紧致精华水 Z924 || 【拍一发三】黛莱皙贵妇胶原御龄紧致精华乳Z925
黛莱皙,2,黛莱皙猫七七贵妇胶原紧致精华乳保湿抗皱乳液,6.38,94.02,3,[到手3瓶 紧致胶原乳]黛莱皙猫七七贵妇胶原紧致精华乳保湿抗皱乳液3 || [到手3瓶]黛莱皙猫七七胶原紧致精华水保湿抗皱精华水-4 || [到手3瓶]黛莱皙猫七七贵妇胶原紧致精华乳保湿抗皱弹嫩乳液官方旗舰店2
黛莱皙,3,黛莱皙补水保湿淡纹精华水抗皱紧致水官方店,4.54,89.88,1,[到手3瓶]黛莱皙补水保湿淡纹精华水抗皱紧致水官方店2
黛莱皙,4,黛莱皙猫七七阿姨三萃抗皱眼部精华油滚珠紧致淡纹送礼物送爸妈男女通用,3.8,77.91,1,[主-到手3支]黛莱皙猫七七阿姨三萃抗皱眼部精华油滚珠紧致淡纹送礼物送爸妈男女通用官方正品
黛莱皙,5,黛莱皙猫七七胶原紧致精华水保湿抗皱胶原水夏季不油腻清爽护肤,3.02,94.78,1,[主-到手3瓶]黛莱皙猫七七胶原紧致精华水保湿抗皱胶原水夏季不油腻清爽护肤
黛莱皙,6,黛莱皙国际研发蜂皇浆胶原抗皱紧致精华水淡细纹紧致保湿,2.09,125.93,1,[到手4瓶 抗皱补水 ]黛莱皙国际研发蜂皇浆胶原抗皱紧致精华水淡细纹紧致保湿3
黛莱皙,7,黛莱皙国际研发肌源赋活美白祛斑面膜 柔润肌肤,2.03,95.83,2,[到手5盒 淡化色斑-焕亮肤色] 黛莱皙国际研发肌源赋活美白祛斑面膜 柔润肌肤 || 【美白淡斑】黛莱皙肌源赋活美白祛斑面贴膜 Z463
黛莱皙,8,黛莱皙酵母金珍珠精华气垫霜防水防汗持久遮瑕水润轻薄不脱妆卡粉,2.02,70.97,1,[一正一替-主] 黛莱皙酵母金珍珠精华气垫霜防水防汗持久遮瑕水润轻薄不脱妆卡粉
黛莱皙,9,黛莱皙胶原抗皱蜂皇浆精华水,1.56,146.56,1,【拍一发四】黛莱皙胶原抗皱蜂皇浆精华水 Z891
黛莱皙,10,黛莱皙国际研发贵妇胶原紧致精华乳- 双向护肤 精华乳,1.56,96.66,1,[主-到手3件 油润保湿-紧致淡纹] 黛莱皙国际研发贵妇胶原紧致精华乳- 双向护肤  精华乳
黛芮日化用品(上海)股份有限公司,1,diary言之有物美白精华抗皱黑白霜999套组,13.11,602.84,1,[999到手5正装]diary言之有物美白精华抗皱黑白霜999套组
黛芮日化用品(上海)股份有限公司,2,diary言之有物50%玻色因溶液胶原面霜耀白淡斑面霜 多规格,2.98,528.73,1,[面霜50g*2] diary言之有物50%玻色因溶液胶原面霜耀白淡斑面霜 多规格
缔芙曼,1,缔芙曼 养肤精华持妆粉底液.轻薄遮瑕.提亮肤色.水润持久不卡粉不脱妆,8.32,99.11,1,缔芙曼[体操冠军同款]养肤精华持妆粉底液.轻薄遮瑕.提亮肤色.水润持久不卡粉不脱妆
缔芙曼,2,缔芙曼全新升级养肤精华持妆粉底液水润遮瑕.保湿.隔离.抗皱.持久不脱妆,8.03,99.09,1,[冠军罗丹同款]缔芙曼全新升级养肤精华持妆粉底液水润遮瑕.保湿.隔离.抗皱.持久不脱妆
蒂洛薇,1,蒂洛薇恒瓷沁润保湿粉膏持妆遮瑕替换芯dbt 支持7天无理由,20.13,198.06,2,【3.0 保湿肽】蒂洛薇恒瓷沁润保湿粉膏持妆遮瑕替换芯dbt  支持7天无理由（不可拆封） || 【3.0保湿肽】蒂洛薇保湿肽恒瓷沁润粉膏持妆遮瑕DBt  支持7天无理由退货(拆封后不支持)
蒂洛薇,2,蒂洛薇3.0水晶遮瑕气垫保湿肽滋润持久控油bb霜,6.23,167.43,2,蒂洛薇3.0水晶遮瑕气垫保湿肽滋润持久控油bb霜 || 【周年庆】蒂洛薇3.0水晶遮瑕气垫保湿肽滋润持久控油bb霜防水DBt  支持7天无理由退货(拆封后不支持)
蒂洛薇,3,蒂洛薇水晶遮瑕持妆气垫保湿肽持妆防水,2.52,169.6,2,【3.0 保湿肽】蒂洛薇水晶遮瑕持妆气垫保湿肽持妆防水DBt || 【年中好物】蒂洛薇水晶遮瑕持妆气垫保湿肽持妆防水DBt
蒂洛薇,4,Dirovo3.0水晶遮瑕气垫保湿肽滋润持久控油bb霜防水DBt 支持7天无理由退货,2.44,170.13,1,Dirovo3.0水晶遮瑕气垫保湿肽滋润持久控油bb霜防水DBt  支持7天无理由退货(拆封后不支持)
蒂洛薇,5,Dirovo蒂洛薇云雾触感水散粉控油持久不脱妆,1.74,99.55,1,【3.0 水活肽】Dirovo蒂洛薇云雾触感水散粉控油持久不脱妆DB
蒂洛薇,6,Dirovo波浪纹云雾触感水散粉控油定妆散粉,1.48,103.65,1,【年中好物】Dirovo波浪纹云雾触感水散粉控油定妆散粉DB  (拆封不支持7天无理由)
蒂洛薇,7,Dirovo 蒂洛薇高定宝石乳霜粉饼遮瑕补妆,0.69,163.1,1,Dirovo 蒂洛薇高定宝石乳霜粉饼遮瑕补妆
蒂洛薇,8,Dirovo 3.0云雾触感水散粉高效保湿持妆,0.64,101.09,1,Dirovo 3.0云雾触感水散粉高效保湿持妆  (拆封后不支持七天无理由)
蒂洛薇,9,蒂洛薇持妆云雾水散粉3.0控油保湿DB 支持7天无理由退货,0.62,103.2,1,蒂洛薇持妆云雾水散粉3.0控油保湿DB  支持7天无理由退货(拆封后不支持)
飞天牡丹,1,飞天牡丹臻颜美白祛斑霜美白提亮淡斑改善暗沉嫩白肌肤,0.9,143.14,1,【拍1发3】飞天牡丹臻颜美白祛斑霜美白提亮淡斑改善暗沉嫩白肌肤
敷尔佳,1,敷尔佳胶原璀璨嘭弹乳霜面膜 抗皱 紧致 舒缓,118.46,119.95,2,【钢铁侠面膜】敷尔佳胶原璀璨嘭弹乳霜面膜 抗皱 紧致 舒缓 微信礼物 ZG GL || 【钢铁侠面膜】敷尔佳胶原璀璨嘭弹乳霜面膜 微信礼物
敷尔佳,2,敷尔佳DNA钠水光焕采紧塑面膜 紧致 淡纹 修护 补水,45.8,176.88,4,【PDRN水光膜】敷尔佳DNA钠水光焕采紧塑面膜 紧致 淡纹 修护 补水 微信礼物 ZG || 【PDRN水光膜】敷尔佳DNA钠水光焕采紧致面膜 紧塑 淡纹 微信礼物 || 【PDRN水光膜】敷尔佳DNA钠水光焕采紧塑面膜 紧致 淡纹 周年庆专享 || 【PDRN水光膜】敷尔佳DNA钠水光焕采紧塑面膜 紧致 淡纹 微信礼物
敷尔佳,3,敷尔佳DNA钠水光焕采紧塑精华液 紧致 淡纹 修护 补水,22.47,108.44,2,【PDRN水光次抛】敷尔佳DNA钠水光焕采紧塑精华液 紧致 淡纹 修护 补水 微信礼物 ZG || 【PDRN水光次抛】敷尔佳DNA钠水光焕采紧塑精华液 紧致 淡纹 修护 补水 微信礼物 ZGDH
敷尔佳,4,敷尔佳清痘净肤次抛精华2.0,21.66,136.47,3,【清痘净肤】敷尔佳清痘净肤次抛精华2.0 TUNEE GOODS 微信礼物 ZG || 【清痘次抛2.0】敷尔佳清痘净肤修护次抛精华2.0 祛痘 改善痘肌 || 【清痘次抛2.0】敷尔佳清痘净肤修护次抛精华2.0 控油 祛痘 修护 痘肌 微信礼物
敷尔佳,5,敷尔佳酵能深润油敷膜 细腻滋养 抗皱紧致,21.09,127.56,3,【新品钜惠】敷尔佳酵能深润油敷膜 细腻滋养 抗皱紧致 ZG GL HZ || 【新品特惠】敷尔佳酵能深润油敷膜 细腻滋养 抗皱紧致 ZG GL || 【新品钜惠】敷尔佳酵能深润油敷膜 抗皱紧致 ZG GL HZ
敷尔佳,6,敷尔佳B5舒缓修护贴4盒 补水修护 舒缓褪红,12.32,144.77,1,敷尔佳B5舒缓修护贴4盒 补水修护 舒缓褪红 DRZS
敷尔佳,7,敷尔佳清痘净肤面膜2.0 TUNEE GOODS 补水 保湿 修护 清痘 祛痘 油痘肌 周年庆专享,11.02,175.97,1,【清痘面膜2.0】敷尔佳清痘净肤面膜2.0 TUNEE GOODS 补水 保湿 修护 清痘 祛痘 油痘肌 周年庆专享
敷尔佳,8,敷尔佳祛痘舒缓痘痘贴 祛痘 控油 不卡粉,6.52,84.7,1,【新品特惠】敷尔佳祛痘舒缓痘痘贴 祛痘 控油 不卡粉（常规款/星星款）GL ZG
